Value,Count,WHRALL,LIFE_FORM,WHRNUM,WHRNAME,WHRTYPE,WHRSIZE,WHRDENSITY,WHR10NUM,WHR10NAME,WHR13NUM,WHR13NAME,SOURCE_NAM,SOURCE_YEA
5824,82.00000000000,VOW2M,HARDWOOD,55,Valley Oak Woodland,VOW,2,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5825,56.00000000000,VOW2S,HARDWOOD,55,Valley Oak Woodland,VOW,2,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5826,1121.00000000000,SCN3P,CONIFER,48,Subalpine Conifer,SCN,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5827,2262.00000000000,JPN5M,CONIFER,24,Jeffrey Pine,JPN,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5828,25.00000000000,MRI4M,HARDWOOD,37,Montane Riparian,MRI,4,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,1998
5829,41.00000000000,PJN3M,CONIFER,40,Pinyon-Juniper,PJN,3,M,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2001
5830,185.00000000000,COW3M,HARDWOOD,10,Coastal Oak Woodland,COW,3,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthSierran,2000
5831,19.00000000000,BOW4P,HARDWOOD,9,Blue Oak Woodland,BOW,4,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2003
5832,805.00000000000,PJN4P,CONIFER,40,Pinyon-Juniper,PJN,4,P,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2001
5833,60239.00000000000,LPN4M,CONIFER,29,Lodgepole Pine,LPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5834,7.00000000000,BOP5D,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1994
5835,22.00000000000,BOW2M,HARDWOOD,9,Blue Oak Woodland,BOW,2,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2003
5836,11.00000000000,MHW3S,HARDWOOD,36,Montane Hardwood,MHW,3,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW/CALFIRE update,2003
5837,19.00000000000,VOW2M,HARDWOOD,55,Valley Oak Woodland,VOW,2,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1998
5838,304.00000000000,MRI3P,HARDWOOD,37,Montane Riparian,MRI,3,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran/CALFIRE update,2000
5839,7731.00000000000,LPN4P,CONIFER,29,Lodgepole Pine,LPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5840,78.00000000000,COW3P,HARDWOOD,10,Coastal Oak Woodland,COW,3,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthSierran,2000
5841,53.00000000000,MRI4S,HARDWOOD,37,Montane Riparian,MRI,4,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2001
5842,14750.00000000000,PGSXX,HERBACEOUS,39,Perennial Grassland,PGS,X,X,60.00000000000,Herbaceous,60,Herbaceous,CALVEG-GreatBasin,2001
5843,1.00000000000,PPN3M,CONIFER,42,Ponderosa Pine,PPN,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2000
5844,22390.00000000000,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.00000000000,Agriculture,10,Agriculture,CALVEG-NorthCoastS,1998
5845,2521.00000000000,LPN3M,CONIFER,29,Lodgepole Pine,LPN,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5846,1599.00000000000,RFR6M,CONIFER,45,Red Fir,RFR,6,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5847,8655.00000000000,LPN3P,CONIFER,29,Lodgepole Pine,LPN,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5848,270.00000000000,BOW2S,HARDWOOD,9,Blue Oak Woodland,BOW,2,S,50.00000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
5849,529.00000000000,VOW4M,HARDWOOD,55,Valley Oak Woodland,VOW,4,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5850,544.00000000000,VOW4D,HARDWOOD,55,Valley Oak Woodland,VOW,4,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5851,14.00000000000,MRI3S,HARDWOOD,37,Montane Riparian,MRI,3,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2009
5852,140.00000000000,PPN5D,CONIFER,42,Ponderosa Pine,PPN,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2009
5853,22.00000000000,VOW3D,HARDWOOD,55,Valley Oak Woodland,VOW,3,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1994
5854,1203.00000000000,LPN5M,CONIFER,29,Lodgepole Pine,LPN,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5855,7.00000000000,VOW5P,HARDWOOD,55,Valley Oak Woodland,VOW,5,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1994
5856,11.00000000000,BOP3M,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW/CALFIRE update,2003
5857,7.00000000000,VOW3P,HARDWOOD,55,Valley Oak Woodland,VOW,3,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,1994
5858,11.00000000000,BOP3S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW/CALFIRE update,2003
5859,1236.00000000000,BOW4D,HARDWOOD,9,Blue Oak Woodland,BOW,4,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthSierran,2000
5860,700.00000000000,VOW5S,HARDWOOD,55,Valley Oak Woodland,VOW,5,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5861,3.00000000000,BOP3P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW/CALFIRE update,2003
5862,161.00000000000,SCN2P,CONIFER,48,Subalpine Conifer,SCN,2,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5863,15.00000000000,VRI4D,HARDWOOD,56,Valley Foothill Riparian,VRI,4,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2003
5864,221.00000000000,SCN3M,CONIFER,48,Subalpine Conifer,SCN,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5865,67.00000000000,BOW1P,HARDWOOD,9,Blue Oak Woodland,BOW,1,P,50.00000000000,Hardwood,52,Hardwood Woodland,DFW-CentralVallyRipEast,2011
5866,867.00000000000,CPC4D,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5867,1850.00000000000,RFR3P,CONIFER,45,Red Fir,RFR,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5868,61.00000000000,COW2D,HARDWOOD,10,Coastal Oak Woodland,COW,2,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2003
5869,127.00000000000,VOW5P,HARDWOOD,55,Valley Oak Woodland,VOW,5,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5870,110.00000000000,BOP5S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2003
5871,1112.00000000000,LPN4D,CONIFER,29,Lodgepole Pine,LPN,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5872,6.00000000000,MRI2P,HARDWOOD,37,Montane Riparian,MRI,2,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,1998
5873,76.00000000000,CPC3P,CONIFER,11,Closed-Cone Pine-Cypress,CPC,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2003
5874,274.00000000000,VRI2D,HARDWOOD,56,Valley Foothill Riparian,VRI,2,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2000
5875,57.00000000000,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,2000
5876,15.00000000000,MHW5P,HARDWOOD,36,Montane Hardwood,MHW,5,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,2000
5877,19.00000000000,COW5P,HARDWOOD,10,Coastal Oak Woodland,COW,5,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthSierran,2000
5878,89.00000000000,CPC5P,CONIFER,11,Closed-Cone Pine-Cypress,CPC,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2003
5879,91.00000000000,COW3D,HARDWOOD,10,Coastal Oak Woodland,COW,3,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthSierran,2000
5880,69.00000000000,SCN5P,CONIFER,48,Subalpine Conifer,SCN,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5881,16945.00000000000,BOW5M,HARDWOOD,9,Blue Oak Woodland,BOW,5,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5882,47.00000000000,JUN4D,CONIFER,26,Juniper,JUN,4,D,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2001
5883,70.00000000000,VOW5M,HARDWOOD,55,Valley Oak Woodland,VOW,5,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5884,205.00000000000,VRI2D,HARDWOOD,56,Valley Foothill Riparian,VRI,2,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5885,236.00000000000,MRI5M,HARDWOOD,37,Montane Riparian,MRI,5,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,1998
5886,48.00000000000,VOW5D,HARDWOOD,55,Valley Oak Woodland,VOW,5,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5887,265.00000000000,MRI5P,HARDWOOD,37,Montane Riparian,MRI,5,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran/CALFIRE update,2000
5888,161.00000000000,SCN2S,CONIFER,48,Subalpine Conifer,SCN,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5889,1.00000000000,MHW2P,HARDWOOD,36,Montane Hardwood,MHW,2,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-CentralValley,2000
5890,5.00000000000,MHC5P,CONIFER,35,Montane Hardwood-Conifer,MHC,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2000
5891,84.00000000000,VRI2M,HARDWOOD,56,Valley Foothill Riparian,VRI,2,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2003
5892,10433.00000000000,URBXX,URBAN,53,Urban,URB,X,X,80.00000000000,Urban,80,Urban,CALVEG-NorthCoastS,1998
5893,13.00000000000,BOP5M,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,5,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5894,35.00000000000,VRI4P,HARDWOOD,56,Valley Foothill Riparian,VRI,4,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2003
5895,77.00000000000,BOP3M,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5896,59.00000000000,VRI2P,HARDWOOD,56,Valley Foothill Riparian,VRI,2,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2003
5897,73.00000000000,VOW3M,HARDWOOD,55,Valley Oak Woodland,VOW,3,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5898,41.00000000000,JUN4M,CONIFER,26,Juniper,JUN,4,M,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2001
5899,36.00000000000,MRIXX,SHRUB,37,Montane Riparian,MRI,X,X,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2003
5900,171.00000000000,VRI2M,HARDWOOD,56,Valley Foothill Riparian,VRI,2,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5901,57.00000000000,MRI2P,HARDWOOD,37,Montane Riparian,MRI,2,P,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2003
5902,166.00000000000,MCHXX,SHRUB,32,Mixed Chaparral,MCH,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthSierran,2001
5903,1063.00000000000,LPN3S,CONIFER,29,Lodgepole Pine,LPN,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5904,39.00000000000,BOP3S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5905,30.00000000000,VOW2D,HARDWOOD,55,Valley Oak Woodland,VOW,2,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5906,977.00000000000,VRI4D,HARDWOOD,56,Valley Foothill Riparian,VRI,4,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5907,3.00000000000,MRI2M,HARDWOOD,37,Montane Riparian,MRI,2,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastS,2003
5908,92.00000000000,VRI4S,HARDWOOD,56,Valley Foothill Riparian,VRI,4,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5909,40.00000000000,PGSXX,HERBACEOUS,39,Perennial Grassland,PGS,X,X,60.00000000000,Herbaceous,60,Herbaceous,CALVEG-NorthCoastS,2003
5910,147.00000000000,JUN3P,CONIFER,26,Juniper,JUN,3,P,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2001
5911,6138.00000000000,ADSXX,SHRUB,1,Alpine-Dwarf Shrub,ADS,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthSierran,2001
5912,16.00000000000,VOW4S,HARDWOOD,55,Valley Oak Woodland,VOW,4,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2003
5913,2.00000000000,BOP4P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,4,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5914,2.00000000000,BOW3M,HARDWOOD,9,Blue Oak Woodland,BOW,3,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5915,132.00000000000,BOP2S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,2,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2003
5916,40.00000000000,BOW3S,HARDWOOD,9,Blue Oak Woodland,BOW,3,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5917,43.00000000000,BOW3P,HARDWOOD,9,Blue Oak Woodland,BOW,3,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5918,61.00000000000,VRI2S,HARDWOOD,56,Valley Foothill Riparian,VRI,2,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5919,105.00000000000,VRI2P,HARDWOOD,56,Valley Foothill Riparian,VRI,2,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5920,110.00000000000,BOP3P,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,3,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5921,25.00000000000,SMC6P,CONIFER,51,Sierran Mixed Conifer,SMC,6,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5922,804.00000000000,FEWXX,HERBACEOUS,22,Fresh Emergent Wetland,FEW,X,X,100.00000000000,Wetland,100,Wetland,CALVEG-NorthCoastS,2007
5923,10.00000000000,BOW4P,HARDWOOD,9,Blue Oak Woodland,BOW,4,P,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS/CALFIRE update,2007
5924,3.00000000000,MHC4P,CONIFER,35,Montane Hardwood-Conifer,MHC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-CentralValley,2000
5925,3171.00000000000,MHC4M,CONIFER,35,Montane Hardwood-Conifer,MHC,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5926,205.00000000000,BBRXX,SHRUB,7,Bitterbrush,BBR,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-GreatBasin,1983
5927,819.00000000000,MHC3M,CONIFER,35,Montane Hardwood-Conifer,MHC,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5928,297.00000000000,MRI4M,HARDWOOD,37,Montane Riparian,MRI,4,M,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-GreatBasin,2001
5929,242.00000000000,SCN5S,CONIFER,48,Subalpine Conifer,SCN,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5930,35.00000000000,MCHXX,SHRUB,32,Mixed Chaparral,MCH,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthCoastNW/CALFIRE update,2003
5931,225.00000000000,URBXX,URBAN,53,Urban,URB,X,X,80.00000000000,Urban,80,Urban,CALVEG-CentralValley,2009
5932,646.00000000000,LPN5D,CONIFER,29,Lodgepole Pine,LPN,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5933,373.00000000000,PJN3P,CONIFER,40,Pinyon-Juniper,PJN,3,P,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2001
5934,816.00000000000,JPN5P,CONIFER,24,Jeffrey Pine,JPN,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5935,1493.00000000000,JPN3S,CONIFER,24,Jeffrey Pine,JPN,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5936,45.00000000000,RFR3D,CONIFER,45,Red Fir,RFR,3,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5937,782.00000000000,SCN4S,CONIFER,48,Subalpine Conifer,SCN,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5938,51.00000000000,CPC4P,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2003
5939,10.00000000000,JPN5S,CONIFER,24,Jeffrey Pine,JPN,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5940,3119.00000000000,RFR5M,CONIFER,45,Red Fir,RFR,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5941,23.00000000000,JPN5D,CONIFER,24,Jeffrey Pine,JPN,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5942,225.00000000000,RFR5P,CONIFER,45,Red Fir,RFR,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5943,1920.00000000000,JPN4M,CONIFER,24,Jeffrey Pine,JPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5944,15928.00000000000,CRPXX,AGRICULTURE,60,Cropland,CRP,X,X,10.00000000000,Agriculture,10,Agriculture,CALVEG-GreatBasin,1983
5945,286.00000000000,RFR5D,CONIFER,45,Red Fir,RFR,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5946,623.00000000000,JPN4M,CONIFER,24,Jeffrey Pine,JPN,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1983
5947,243.00000000000,JPN4P,CONIFER,24,Jeffrey Pine,JPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1983
5948,12.00000000000,SCN6D,CONIFER,48,Subalpine Conifer,SCN,6,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5949,721.00000000000,VOW5M,HARDWOOD,55,Valley Oak Woodland,VOW,5,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5950,7463.00000000000,SMC4P,CONIFER,51,Sierran Mixed Conifer,SMC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5951,2966.00000000000,SMC4M,CONIFER,51,Sierran Mixed Conifer,SMC,4,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5952,1137.00000000000,VOW5D,HARDWOOD,55,Valley Oak Woodland,VOW,5,D,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,2007
5953,58.00000000000,LPN2S,CONIFER,29,Lodgepole Pine,LPN,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5954,909.00000000000,MHC4D,CONIFER,35,Montane Hardwood-Conifer,MHC,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5955,65.00000000000,CPC4S,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2003
5956,59.00000000000,JPN5M,CONIFER,24,Jeffrey Pine,JPN,5,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1983
5957,226.00000000000,CPC5D,CONIFER,11,Closed-Cone Pine-Cypress,CPC,5,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5958,1938.00000000000,JPN4P,CONIFER,24,Jeffrey Pine,JPN,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5959,769.00000000000,JPN3P,CONIFER,24,Jeffrey Pine,JPN,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5960,2757.00000000000,CPC3M,CONIFER,11,Closed-Cone Pine-Cypress,CPC,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5961,160.00000000000,SMC4P,CONIFER,51,Sierran Mixed Conifer,SMC,4,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1983
5962,25.00000000000,COW2M,HARDWOOD,10,Coastal Oak Woodland,COW,2,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthSierran,2000
5963,22.00000000000,WFR2M,CONIFER,58,White Fir,WFR,2,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5964,24.00000000000,BOP2S,HARDWOOD,8,Blue Oak-Foothill Pine,BOP,2,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-CentralValley,2003
5965,889.00000000000,RFR3M,CONIFER,45,Red Fir,RFR,3,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5966,467.00000000000,JPN4S,CONIFER,24,Jeffrey Pine,JPN,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5967,52.00000000000,JPN2M,CONIFER,24,Jeffrey Pine,JPN,2,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5968,164.00000000000,MRI4D,HARDWOOD,37,Montane Riparian,MRI,4,D,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2001
5969,112.00000000000,JUN4P,CONIFER,26,Juniper,JUN,4,P,30.00000000000,Conifer,32,Conifer Woodland,CALVEG-NorthSierran,2001
5970,81.00000000000,PPN2M,CONIFER,42,Ponderosa Pine,PPN,2,M,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,1998
5971,26.00000000000,WFR2P,CONIFER,58,White Fir,WFR,2,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5972,16.00000000000,KMC4D,CONIFER,27,Klamath Mixed Conifer,KMC,4,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,1994
5973,4331.00000000000,EPN5P,CONIFER,20,Eastside Pine,EPN,5,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,2001
5974,31.00000000000,KMC2P,CONIFER,27,Klamath Mixed Conifer,KMC,2,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,1994
5975,18.00000000000,MRI2S,HARDWOOD,37,Montane Riparian,MRI,2,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2001
5976,67.00000000000,MHC3S,CONIFER,35,Montane Hardwood-Conifer,MHC,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5977,105.00000000000,RFR5S,CONIFER,45,Red Fir,RFR,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5978,7034.00000000000,BOW4M,HARDWOOD,9,Blue Oak Woodland,BOW,4,M,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5979,19.00000000000,RFR2S,CONIFER,45,Red Fir,RFR,2,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5980,17.00000000000,WFR2D,CONIFER,58,White Fir,WFR,2,D,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2001
5981,12.00000000000,MRI5S,HARDWOOD,37,Montane Riparian,MRI,5,S,50.00000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthSierran,2001
5982,1777.00000000000,SCN3S,CONIFER,48,Subalpine Conifer,SCN,3,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
5983,22800.00000000000,SCN4S,CONIFER,48,Subalpine Conifer,SCN,4,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2005
5984,10.00000000000,JPN3P,CONIFER,24,Jeffrey Pine,JPN,3,P,30.00000000000,Conifer,31,Conifer Forest,CALVEG-GreatBasin,1983
5985,17728.00000000000,BOW4S,HARDWOOD,9,Blue Oak Woodland,BOW,4,S,50.00000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastS,1998
5986,4425.00000000000,LSGXX,SHRUB,30,Low Sage,LSG,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthSierran,2005
5987,35.00000000000,LPN5S,CONIFER,29,Lodgepole Pine,LPN,5,S,30.00000000000,Conifer,31,Conifer Forest,CALVEG-NorthSierran,2000
5988,10272.00000000000,ADSXX,SHRUB,1,Alpine-Dwarf Shrub,ADS,X,X,70.00000000000,Shrub,70,Shrub,CALVEG-NorthSierran,2005
